2.50	1.29	0.63	0.91	2.85	0.93	2.02	1.60	0.62	1.13	2.21	0.71	1.56	0.71	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.74	1.73	5.89	5.89	3.40
2.70	1.56	0.69	1.10	5.90	1.56	4.17	1.89	0.60	1.34	4.92	1.07	3.48	3.76	1.21	2.66	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.77	1.40	8.04	8.04	6.45
2.90	0.37	0.75	0.00	0.41	0.99	0.00	2.98	0.85	2.11	0.65	0.77	0.00	0.00	0.00	0.00	1.61	6.25	0.00	0.00	0.00	0.00	3.33	0.88	2.36	5.76	5.76	3.16
3.10	1.82	0.95	1.29	3.56	1.69	2.51	0.00	0.00	0.00	0.86	0.86	0.61	2.72	1.47	1.92	14.07	7.48	9.95	0.00	0.00	0.00	0.00	0.00	0.00	11.58	5.93	3.47
3.30	1.54	1.07	1.09	0.89	1.22	0.00	4.84	1.43	3.42	2.98	1.41	2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.36	6.36	4.16
3.50	1.11	1.18	0.00	7.03	2.06	4.97	4.97	1.50	3.51	2.92	1.44	2.06	0.72	1.64	0.00	0.00	0.00	0.00	0.09	0.42	0.00	7.69	1.86	5.44	9.70	9.70	8.42
3.70	0.00	0.00	0.00	0.67	0.96	0.00	0.00	0.00	0.00	0.57	1.33	0.00	0.00	0.00	0.00	10.94	10.36	7.74	1.16	1.63	0.00	0.00	0.00	0.00	9.11	4.81	0.00
3.90	0.00	0.00	0.00	0.32	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.81	4.81	0.00
4.25	1.82	1.31	1.29	2.19	1.28	1.55	3.44	1.19	2.43	3.06	1.47	2.17	1.48	1.91	0.00	6.66	8.81	0.00	0.00	0.00	0.00	2.78	1.00	1.97	6.45	6.45	4.31
4.75	0.00	0.00	0.00	0.00	0.00	0.00	0.63	0.93	0.00	0.46	1.13	0.00	0.00	0.00	0.00	3.21	10.89	0.00	0.00	0.00	0.00	0.19	0.55	0.00	4.81	4.81	0.00
5.25	4.62	2.68	3.26	6.80	3.28	4.81	5.82	2.35	4.12	6.67	3.26	4.71	2.41	3.44	0.00	4.44	14.77	0.00	0.78	2.39	0.00	5.95	3.16	4.21	10.67	10.67	9.52
5.75	0.00	0.00	0.00	5.43	3.55	3.84	2.46	2.52	0.00	0.91	0.37	0.64	0.00	0.00	0.00	9.05	17.00	0.00	1.94	2.72	0.00	0.00	0.00	0.00	6.19	6.19	3.90
6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.73	16.93	0.00	0.84	1.77	0.00	0.00	0.00	0.00	4.81	4.81	0.00
7.5	0.00	0.00	0.00	0.00	0.00	0.00	2.47	0.59	1.74	6.69	6.36	4.73	0.00	0.00	0.00	14.62	26.74	0.00	4.45	2.05	3.14	0.00	0.00	0.00	7.64	7.64	5.94
9	4.07	4.81	0.00	12.83	7.72	9.07	8.40	5.06	5.94	13.67	5.37	9.66	4.28	8.76	0.00	0.00	0.00	0.00	5.37	2.89	3.80	16.03	8.34	11.33	19.42	19.42	18.81
11	6.64	12.37	0.00	6.11	11.52	0.00	11.75	13.40	0.00	1.20	18.67	0.00	0.00	0.00	0.00	1.57	48.44	0.00	31.95	20.32	22.59	0.00	0.00	0.00	23.10	23.10	22.59
14	0.00	0.00	0.00	64.11	0.00	0.00	4.17	16.71	0.00	0.00	0.00	0.00	70.45	4009.70	0.00	0.00	0.00	0.00	8.96	17.21	0.00	27.08	28.87	0.00	4.81	4.81	0.00
