#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.5981188426e+00  1.9178575728e-02  8.5958422128e-04  -1.1826356538e-03  3.5347354691e-04  3.2148477784e-02  5.7598880555e-03  2.3322492778e-03  7.3309417257e-04  3.7503891706e-04  2.2241421057e-04  2.5856680781e-04  1.1289201423e-04  -9.4168467846e-05  9.3507242951e-05  
1.6976656944e+00  1.4110052472e-02  6.6349491439e-04  -1.8550580456e-03  4.5041982338e-04  3.6745680821e-02  6.5942873926e-03  3.0020571230e-03  8.8098655965e-04  8.1377524137e-04  2.5904862011e-04  1.0410063590e-04  1.1817135517e-04  1.4034762133e-04  9.5211086935e-05  
1.7979276537e+00  1.0557071613e-02  5.1367470572e-04  -1.9965912407e-03  5.3898604444e-04  3.6373734000e-02  6.7488567406e-03  2.7749352600e-03  1.0170336921e-03  6.0372700200e-04  2.9851511954e-04  2.7557523461e-04  2.2855636929e-04  9.9861753976e-05  1.0579476665e-04  
1.8975927254e+00  7.8166444358e-03  4.0675370480e-04  -3.1860707139e-03  6.8043329525e-04  4.0234272467e-02  8.9409594851e-03  3.8607434379e-03  1.3950714484e-03  9.8100724487e-04  4.7801250058e-04  1.3666696897e-04  2.0387786666e-04  2.6372139724e-04  1.3782778450e-04  
1.9982958728e+00  5.7522266050e-03  3.1791442529e-04  -4.0514978466e-03  1.0394009125e-03  4.1037207851e-02  1.0119229838e-02  3.5457025209e-03  1.1435242677e-03  1.2922413400e-03  7.2783058311e-04  5.0228520273e-04  3.8610466215e-04  2.2743948123e-04  1.5241905058e-04  
2.0976505233e+00  4.3131331762e-03  2.4711641770e-04  -3.9880860329e-03  8.9941625960e-04  4.5071937743e-02  9.3184446274e-03  5.5530575013e-03  1.6628305259e-03  1.9503435515e-03  7.5271554164e-04  1.1130172126e-04  2.0113578867e-04  -4.0886276124e-05  1.6590256496e-04  
2.1976122192e+00  3.1758419438e-03  1.8931579784e-04  -4.5031584481e-03  1.0269288404e-03  3.4643983169e-02  8.2350632728e-03  6.9951231459e-03  2.1154090081e-03  1.3942054999e-03  5.1009673693e-04  4.3354395305e-04  2.6466884798e-04  -3.7121255200e-04  1.8891203687e-04  
2.2972845165e+00  2.4501473864e-03  1.5655233922e-04  -5.3928080690e-03  1.1968679913e-03  4.8208923375e-02  1.1519355891e-02  3.3313037483e-03  1.4380571813e-03  4.7666992468e-04  3.9719339714e-04  3.2703446929e-04  2.1637043010e-04  3.2957486671e-04  2.0111494739e-04  
2.3973886654e+00  1.8262012987e-03  1.1288435727e-04  -5.2941227751e-03  1.1886042125e-03  4.2566469086e-02  9.9382248999e-03  4.4077771593e-03  1.7228249453e-03  -4.4387751421e-04  7.1453934374e-04  -4.7744667610e-05  2.6795131362e-04  -3.9892802914e-05  2.3764241264e-04  
2.4977425560e+00  1.3887169703e-03  9.3521130333e-05  -3.5101337822e-03  1.4695012949e-03  4.1744836804e-02  8.3904810168e-03  7.6953258982e-03  2.4124175456e-03  -2.7973967868e-04  6.3101336474e-04  1.8544860208e-04  2.5188527226e-04  3.8445007285e-04  2.6254445430e-04  
2.5975065165e+00  1.0128670069e-03  7.1581116849e-05  -4.8535484661e-03  1.5233808422e-03  4.6958488023e-02  1.3978105327e-02  3.5149461573e-03  1.7601519870e-03  6.3606838820e-04  7.0420147684e-04  3.1378325319e-04  4.2990487886e-04  -1.6933251993e-04  2.6521002288e-04  
2.6971529449e+00  7.6771259642e-04  5.4559305265e-05  -6.2670704102e-03  2.2584114877e-03  5.2138937804e-02  1.5035664660e-02  5.2612294774e-03  2.4029630657e-03  1.5273958713e-03  9.7835413664e-04  -6.5856225815e-04  3.9541624663e-04  4.7600441864e-04  3.4657041706e-04  
2.7985106908e+00  5.9676177823e-04  4.5206282116e-05  -5.6046033359e-03  1.6425523334e-03  4.0364374531e-02  1.0525108473e-02  7.0169028512e-03  2.2979558570e-03  1.3623853152e-03  7.4004658333e-04  1.9351865929e-04  4.4414011432e-04  5.2441211767e-04  3.8385897644e-04  
2.8976721025e+00  4.5490690311e-04  3.4865244711e-05  -9.9501977974e-03  2.3714140922e-03  4.6504033915e-02  1.2098732443e-02  5.9976624805e-03  3.4713664702e-03  1.3867737969e-03  1.0998112127e-03  -7.5011984340e-04  6.3764479335e-04  -2.2898813864e-04  4.0111178008e-04  
2.9969571709e+00  3.4500519289e-04  2.9685233785e-05  -9.5323713821e-03  3.1772053762e-03  4.1290774685e-02  1.1767066532e-02  9.8022454033e-03  4.3610149876e-03  2.8151911728e-03  1.4876316925e-03  6.4157412387e-05  5.4249267311e-04  -4.7860529429e-04  5.3913208077e-04  
3.0988306834e+00  2.3496178778e-04  2.2616425658e-05  -1.1519737551e-02  3.7820752515e-03  3.1948777410e-02  1.3770834847e-02  5.2632806053e-03  3.3929043632e-03  8.0855247852e-04  1.2998167996e-03  -7.4873428779e-05  8.4865113835e-04  -4.7657815044e-04  5.8077055182e-04  
3.1965185381e+00  1.7570482152e-04  1.6755036346e-05  -6.0488139098e-03  3.1135554987e-03  5.7868107968e-02  2.2113651744e-02  3.7970971872e-03  4.1690809304e-03  5.7583363207e-04  1.3092003671e-03  -1.1374938895e-03  7.8607641033e-04  5.8141387174e-04  6.4876231501e-04  
3.2986974148e+00  1.4113306472e-04  1.2926766548e-05  -1.2393471429e-02  3.7614318345e-03  4.1435242420e-02  1.2925240115e-02  4.5990995967e-03  6.0724500628e-03  -2.8761866353e-03  1.9235117393e-03  1.2944856479e-03  1.1175899278e-03  2.4848786296e-04  5.9673976401e-04  
3.3958684597e+00  1.0122683710e-04  1.0052769287e-05  -5.8184035609e-03  2.5328317869e-03  5.6541064913e-02  1.9282213547e-02  3.2916708414e-03  4.7404106337e-03  1.3697346690e-03  1.6937621391e-03  -9.5152137778e-04  9.4753327517e-04  1.0503992620e-04  8.2030770365e-04  
3.4964889699e+00  7.3541798793e-05  7.7277356843e-06  -1.2322068184e-02  4.2348415556e-03  5.1957795410e-02  2.0325063123e-02  -7.4505322045e-03  5.3796336110e-03  -1.0795806436e-04  1.9534468122e-03  4.9277471734e-04  1.0208556154e-03  -8.1078153454e-04  9.1645913922e-04  
3.5947119870e+00  5.0449109919e-05  6.0643754389e-06  -1.0228798853e-02  4.3109460630e-03  6.3797685027e-02  3.1230462883e-02  4.4001881943e-03  5.5338205298e-03  5.8572560949e-03  3.0052503031e-03  6.5131222040e-04  1.1410963263e-03  -9.2148083652e-04  1.0058161497e-03  
3.6794758956e+00  2.5011270921e-05  3.7892941307e-06  -1.5758112190e-02  7.7981223835e-03  7.4823100997e-02  4.6502288754e-02  -1.7387436278e-02  9.2644218531e-03  2.1606681670e-03  4.3009893691e-03  -1.0081236713e-03  1.9655880754e-03  -7.2179645261e-04  1.3377991979e-03  
3.8132369921e+00  4.9687488772e-06  1.4047767600e-06  -1.2380750098e-02  1.8197709816e-02  1.1047719017e-01  7.9861882927e-02  3.3892185701e-02  2.6110746494e-02  -1.0453895877e-02  9.0899606879e-03  2.8330416202e-04  3.8121201088e-03  -2.2040197230e-03  4.6690975156e-03  
3.8958806631e+00  6.6002557709e-06  1.5684611074e-06  -3.7487591165e-03  1.0259620979e-02  1.0427029914e-01  7.5277977359e-02  8.8359579962e-03  1.8274324722e-02  4.5997601374e-03  5.9307422762e-03  2.8304311751e-03  3.3312355301e-03  1.6613565552e-03  2.6989303641e-03  
3.9872274400e+00  4.7519278286e-06  1.4266554763e-06  2.9516126320e-03  1.7548787909e-02  2.9411341779e-02  2.6021218766e-02  3.6642989548e-02  3.1683090524e-02  -1.6145916834e-02  1.3085826001e-02  2.8270813387e-03  4.2081221360e-03  -3.9986389811e-03  2.3763623574e-03  
